Nation,Country,Region,Year,CO2 Emissions,Emissions from bunker fuels,Emissions from cement production,Emissions from gas flaring,Emissions from gas fuel consumption,Emissions from liquid fuel consumption,Emissions from solid fuel consumption,Gdp Ppp,Number of Records,Per capita CO2 emissions,Population,Total CO2 emissions from fossil-fuels and cement production
INDIA,INDIA,Asia,1999,"3,12,078","1,292","12,240",820,"11,549","77,852","2,09,617",2.60E+12,1,0.3,1034976626,"3,12,078"
CHINA (MAINLAND),CHINA,Asia,1975,"3,12,410",0,"4,084",520,"4,632","55,729","2,47,445",1.24E+12,1,0.34,905580445,"3,12,410"
JAPAN,JAPAN,Asia,1998,"3,16,002","10,049","11,061",0,"37,418","1,78,819","88,704",3.92E+12,1,2.52,125266403,"3,16,002"
JAPAN,JAPAN,Asia,2010,"3,18,767","8,331","7,008",0,"53,738","1,39,187","1,18,834",4.36E+12,1,2.5,127319802,"3,18,767"
JAPAN,JAPAN,Asia,1994,"3,20,121","9,818","12,461",0,"32,508","1,89,586","85,567",3.76E+12,1,2.58,124101546,"3,20,121"
JAPAN,JAPAN,Asia,1995,"3,22,813","9,227","12,304",0,"33,232","1,88,504","88,772",3.84E+12,1,2.59,124483305,"3,22,813"
INDIA,INDIA,Asia,2000,"3,23,606","1,596","12,920",849,"11,974","82,834","2,15,028",2.71E+12,1,0.31,1053481072,"3,23,606"
JAPAN,JAPAN,Asia,2011,"3,23,877","8,413","6,976",0,"62,446","1,43,423","1,11,032",4.33E+12,1,2.54,127252900,"3,23,877"
CHINA (MAINLAND),CHINA,Asia,1976,"3,26,205",0,"6,705",520,"5,286","65,225","2,48,468",1.23E+12,1,0.35,921688199,"3,26,205"
JAPAN,JAPAN,Asia,1999,"3,26,663","9,691","10,896",0,"39,618","1,80,621","95,528",3.91E+12,1,2.6,125481050,"3,26,663"
JAPAN,JAPAN,Asia,1997,"3,27,619","9,533","12,504",0,"36,594","1,84,253","94,268",4.04E+12,1,2.62,125048424,"3,27,619"
JAPAN,JAPAN,Asia,2001,"3,27,838","8,916","10,411",0,"41,515","1,73,578","1,02,335",4.03E+12,1,2.6,125974298,"3,27,838"
INDIA,INDIA,Asia,2001,"3,28,291","2,017","14,280",880,"11,891","81,284","2,19,955",2.86E+12,1,0.31,1071888190,"3,28,291"
JAPAN,JAPAN,Asia,1996,"3,28,718","8,352","12,851",0,"35,113","1,89,288","91,466",3.97E+12,1,2.63,124794817,"3,28,718"
JAPAN,JAPAN,Asia,2008,"3,29,079","9,220","8,542",0,"52,301","1,50,949","1,17,287",4.41E+12,1,2.58,127317900,"3,29,079"
JAPAN,JAPAN,Asia,2002,"3,31,804","9,776","9,769",0,"41,560","1,74,722","1,05,753",4.04E+12,1,2.63,126249509,"3,31,804"
JAPAN,JAPAN,Asia,2000,"3,32,548","9,768","11,029",0,"41,016","1,80,348","1,00,155",4.02E+12,1,2.65,125714674,"3,32,548"
INDIA,INDIA,Asia,2002,"3,34,549","1,962","15,640",749,"12,864","77,675","2,27,622",2.96E+12,1,0.31,1090189358,"3,34,549"
JAPAN,JAPAN,Asia,2006,"3,35,669","10,276","9,512",0,"48,390","1,62,761","1,15,006",4.36E+12,1,2.65,127136576,"3,35,669"
JAPAN,JAPAN,Asia,2003,"3,37,427","9,992","9,352",0,"44,546","1,74,688","1,08,840",4.11E+12,1,2.67,126523884,"3,37,427"
JAPAN,JAPAN,Asia,2005,"3,37,503","11,001","9,470",0,"44,086","1,70,431","1,13,516",4.29E+12,1,2.67,126978754,"3,37,503"
USSR,USSR,Europe,1957,"3,38,105",0,"3,930",0,"10,112","74,402","2,49,661",1.10E+12,1,1.67,202635788,"3,38,105"
JAPAN,JAPAN,Asia,2007,"3,41,085","9,869","9,205",0,"51,883","1,59,895","1,20,102",4.45E+12,1,2.68,127250015,"3,41,085"
UNITED STATES OF AMERICA,UNITED STATES,North America,1932,"3,42,904",0,"1,791",0,"21,276","92,154","2,27,685",9.96E+11,1,0,125055606,"3,42,904"
JAPAN,JAPAN,Asia,2004,"3,43,422","10,390","9,163",0,"44,091","1,71,113","1,19,054",4.21E+12,1,2.72,126773081,"3,43,422"
INDIA,INDIA,Asia,2003,"3,49,581","2,073","16,728",554,"13,643","80,134","2,38,522",3.21E+12,1,0.32,1108369577,"3,49,581"
CHINA (MAINLAND),CHINA,Asia,1977,"3,57,325",0,"7,568",595,"6,342","70,274","2,72,546",1.28E+12,1,0.38,936554514,"3,57,325"
UNITED STATES OF AMERICA,UNITED STATES,North America,1914,"3,59,088",0,0,0,"7,900","31,282","3,19,906",7.72E+11,1,0,108441644,"3,59,088"
USSR,USSR,Europe,1958,"3,60,889",0,"4,530",0,"15,041","83,241","2,58,077",1.18E+12,1,1.74,206244183,"3,60,889"
UNITED STATES OF AMERICA,UNITED STATES,North America,1912,"3,66,051",0,0,0,"7,504","24,378","3,34,169",35374869336,1,0,108441644,"3,66,051"
UNITED STATES OF AMERICA,UNITED STATES,North America,1933,"3,67,681",0,"1,483",0,"21,316","1,02,016","2,42,866",9.75E+11,1,0,125055606,"3,67,681"
INDIA,INDIA,Asia,2004,"3,67,746","2,409","17,680",519,"13,533","80,954","2,55,061",3.48E+12,1,0.33,1126419321,"3,67,746"
UNITED STATES OF AMERICA,UNITED STATES,North America,1915,"3,72,617",0,0,0,"8,390","33,005","3,31,222",7.94E+11,1,0,108441644,"3,72,617"
USSR,USSR,Europe,1959,"3,79,431",0,"5,275",0,"19,150","90,961","2,64,045",1.16E+12,1,1.8,209969440,"3,79,431"
INDIA,INDIA,Asia,2005,"3,84,818","2,822","19,720",460,"13,766","81,814","2,69,057",3.75E+12,1,0.34,1144326293,"3,84,818"
UNITED STATES OF AMERICA,UNITED STATES,North America,1921,"3,88,093",0,0,0,"8,996","67,238","3,11,859",9.38E+11,1,0,108441644,"3,88,093"
UNITED STATES OF AMERICA,UNITED STATES,North America,1922,"3,91,192",0,0,0,"10,357","77,098","3,03,736",9.90E+11,1,0,108441644,"3,91,192"
UNITED STATES OF AMERICA,UNITED STATES,North America,1934,"3,91,482",0,"1,819",0,"24,239","1,02,345","2,63,078",1.05E+12,1,0,125055606,"3,91,482"
UNITED STATES OF AMERICA,UNITED STATES,North America,1913,"3,93,044",0,0,0,"7,767","29,224","3,56,053",8.37E+11,1,0,108441644,"3,93,044"
USSR,USSR,Europe,1960,"3,95,047",0,"6,191",0,"24,366","99,415","2,65,075",1.26E+12,1,1.85,213775329,"3,95,047"
CHINA (MAINLAND),CHINA,Asia,1981,"3,95,828",0,"11,424",734,"6,656","69,971","3,07,042",1.70E+12,1,0.4,991553829,"3,95,828"
CHINA (MAINLAND),CHINA,Asia,1978,"3,98,737",0,"8,873",747,"7,174","76,963","3,04,980",1.47E+12,1,0.42,950537317,"3,98,737"
CHINA (MAINLAND),CHINA,Asia,1980,"4,00,107",0,"10,861",822,"7,456","74,564","3,06,404",1.62E+12,1,0.41,977837433,"4,00,107"
UNITED STATES OF AMERICA,UNITED STATES,North America,1919,"4,03,098",0,0,0,"9,957","48,913","3,44,228",9.69E+11,1,0,108441644,"4,03,098"
UNITED STATES OF AMERICA,UNITED STATES,North America,1931,"4,04,771",0,"2,938",0,"22,984","1,00,060","2,78,788",1.15E+12,1,0,125055606,"4,04,771"
UNITED STATES OF AMERICA,UNITED STATES,North America,1935,"4,06,731",0,"1,803",0,"26,281","1,10,591","2,68,055",1.13E+12,1,0,125055606,"4,06,731"
USSR,USSR,Europe,1961,"4,07,399",0,"6,917",0,"31,638","1,07,736","2,61,108",1.33E+12,1,1.87,217541795,"4,07,399"
CHINA (MAINLAND),CHINA,Asia,1979,"4,07,652",0,"10,050",836,"7,581","75,990","3,13,196",1.56E+12,1,0.42,964155176,"4,07,652"
RUSSIAN FEDERATION,RUSSIA,Europe,1998,"4,08,602","3,429","3,536","3,352","1,94,221","90,097","1,17,397",1.63E+12,1,2.77,147385440,"4,08,602"
INDIA,INDIA,Asia,2006,"4,10,244","3,402","21,760",502,"13,494","86,420","2,88,069",4.12E+12,1,0.35,1162088305,"4,10,244"
UNITED STATES OF AMERICA,UNITED STATES,North America,1938,"4,13,051",0,"2,486",0,"31,474","1,31,604","2,47,488",1.29E+12,1,0,125055606,"4,13,051"
UNITED STATES OF AMERICA,UNITED STATES,North America,1916,"4,13,826",0,0,0,"10,053","36,567","3,67,206",9.04E+11,1,0,108441644,"4,13,826"
RUSSIAN FEDERATION,RUSSIA,Europe,1997,"4,16,921","3,652","3,631","2,722","1,94,597","91,511","1,24,461",1.72E+12,1,2.81,147772805,"4,16,921"
RUSSIAN FEDERATION,RUSSIA,Europe,1999,"4,18,317","3,545","3,862","3,676","1,96,469","88,299","1,26,011",1.73E+12,1,2.84,146924174,"4,18,317"
RUSSIAN FEDERATION,RUSSIA,Europe,2002,"4,24,778","3,977","5,127","5,581","2,03,398","88,301","1,22,371",2.10E+12,1,2.92,145195521,"4,24,778"
RUSSIAN FEDERATION,RUSSIA,Europe,2001,"4,24,871","3,833","4,801","3,724","2,03,180","91,221","1,21,945",2.00E+12,1,2.91,145818121,"4,24,871"
RUSSIAN FEDERATION,RUSSIA,Europe,2000,"4,24,901","3,727","4,406","3,626","1,99,245","90,944","1,26,681",1.90E+12,1,2.9,146400951,"4,24,901"
USSR,USSR,Europe,1962,"4,27,584",0,"7,796",0,"39,366","1,20,514","2,59,908",1.36E+12,1,1.93,221143617,"4,27,584"
RUSSIAN FEDERATION,RUSSIA,Europe,2009,"4,29,334","4,877","6,020","5,990","2,18,849","97,870","1,00,607",2.95E+12,1,2.99,143126660,"4,29,334"
CHINA (MAINLAND),CHINA,Asia,1982,"4,30,941",0,"12,794",689,"6,250","70,363","3,40,845",1.85E+12,1,0.43,1005328574,"4,30,941"
RUSSIAN FEDERATION,RUSSIA,Europe,2004,"4,37,130","3,969","6,215","5,551","2,16,517","89,150","1,19,698",2.42E+12,1,3.03,144043914,"4,37,130"
RUSSIAN FEDERATION,RUSSIA,Europe,2003,"4,37,679","4,042","5,576","5,447","2,13,981","89,815","1,22,860",2.26E+12,1,3.02,144583147,"4,37,679"
INDIA,INDIA,Asia,2007,"4,39,378","3,954","23,120",660,"14,382","88,206","3,13,010",4.49E+12,1,0.38,1179685631,"4,39,378"
RUSSIAN FEDERATION,RUSSIA,Europe,2005,"4,40,602","4,290","6,596","6,750","2,18,396","90,443","1,18,417",2.58E+12,1,3.06,143622566,"4,40,602"
RUSSIAN FEDERATION,RUSSIA,Europe,1996,"4,40,634","3,684","3,781","3,042","1,98,815","96,779","1,38,216",1.69E+12,1,2.97,148078355,"4,40,634"
RUSSIAN FEDERATION,RUSSIA,Europe,1995,"4,45,681","3,929","4,964","3,000","1,97,763","1,03,374","1,36,580",1.76E+12,1,3,148293265,"4,45,681"
CHINA (MAINLAND),CHINA,Asia,1983,"4,54,603",0,"14,722",729,"6,397","71,990","3,60,765",1.98E+12,1,0.44,1019698475,"4,54,603"
RUSSIAN FEDERATION,RUSSIA,Europe,2007,"4,54,758","4,573","8,152","8,304","2,28,636","92,560","1,17,106",3.04E+12,1,3.17,143180249,"4,54,758"
UNITED STATES OF AMERICA,UNITED STATES,North America,1939,"4,55,203",0,"2,892",0,"33,876","1,38,689","2,79,745",1.40E+12,1,0,125055606,"4,55,203"
RUSSIAN FEDERATION,RUSSIA,Europe,2006,"4,55,309","4,532","7,443","6,732","2,24,041","94,450","1,22,644",2.80E+12,1,3.17,143338407,"4,55,309"
UNITED STATES OF AMERICA,UNITED STATES,North America,1917,"4,55,368",0,0,0,"10,612","40,377","4,04,379",8.81E+11,1,0,108441644,"4,55,368"
USSR,USSR,Europe,1963,"4,58,556",0,"8,298",0,"48,246","1,32,012","2,70,000",1.32E+12,1,2.04,224503517,"4,58,556"
UNITED STATES OF AMERICA,UNITED STATES,North America,1924,"4,62,771",0,0,0,"15,510","88,853","3,58,408",1.15E+12,1,0,108441644,"4,62,771"
RUSSIAN FEDERATION,RUSSIA,Europe,1994,"4,63,903","4,215","5,059","2,736","2,04,659","1,09,687","1,41,762",1.84E+12,1,3.12,148416292,"4,63,903"
UNITED STATES OF AMERICA,UNITED STATES,North America,1936,"4,66,893",0,"2,655",0,"29,698","1,22,368","3,12,172",1.29E+12,1,0,125055606,"4,66,893"
RUSSIAN FEDERATION,RUSSIA,Europe,2008,"4,67,859","4,871","7,283","6,920","2,28,768","1,00,925","1,23,963",3.20E+12,1,3.26,143123163,"4,67,859"
UNITED STATES OF AMERICA,UNITED STATES,North America,1920,"4,73,769",0,0,0,"10,838","62,949","3,99,982",9.60E+11,1,0,108441644,"4,73,769"
UNITED STATES OF AMERICA,UNITED STATES,North America,1925,"4,75,136",0,0,0,"16,150","93,134","3,65,851",1.18E+12,1,0,108441644,"4,75,136"
RUSSIAN FEDERATION,RUSSIA,Europe,2010,"4,75,195","6,514","6,854","7,861","2,39,553","98,406","1,22,521",3.07E+12,1,3.31,143158099,"4,75,195"
UNITED STATES OF AMERICA,UNITED STATES,North America,1930,"4,75,494",0,"3,781",0,"26,415","1,07,371","3,37,928",1.24E+12,1,0,125055606,"4,75,494"
UNITED STATES OF AMERICA,UNITED STATES,North America,1918,"4,76,415",0,0,0,"9,623","43,447","4,23,345",9.60E+11,1,0,108441644,"4,76,415"
USSR,USSR,Europe,1964,"4,87,675",0,"8,831",0,"58,707","1,41,607","2,78,529",1.49E+12,1,2.14,227598789,"4,87,675"
UNITED STATES OF AMERICA,UNITED STATES,North America,1937,"4,88,418",0,"2,739",0,"33,008","1,40,184","3,12,486",1.35E+12,1,0,125055606,"4,88,418"
INDIA,INDIA,Asia,2008,"4,88,976","3,740","25,160",577,"17,207","1,07,737","3,38,293",4.81E+12,1,0.42,1197070109,"4,88,976"
RUSSIAN FEDERATION,RUSSIA,Europe,2011,"4,93,066","7,962","7,562","8,385","2,44,413","1,09,585","1,23,121",3.21E+12,1,3.44,143211476,"4,93,066"
CHINA (MAINLAND),CHINA,Asia,1984,"4,94,930",0,"16,467",877,"6,612","74,086","3,96,888",2.41E+12,1,0.48,1035328572,"4,94,930"
UNITED STATES OF AMERICA,UNITED STATES,North America,1928,"4,98,850",0,"4,141",0,"21,303","1,10,372","3,63,035",1.29E+12,1,0,108441644,"4,98,850"
UNITED STATES OF AMERICA,UNITED STATES,North America,1927,"5,03,504",0,0,0,"19,634","1,08,135","3,75,735",1.27E+12,1,0,108441644,"5,03,504"
UNITED STATES OF AMERICA,UNITED STATES,North America,1940,"5,10,778",0,"3,079",0,"36,492","1,52,189","3,19,018",1.50E+12,1,0,134354133,"5,10,778"
UNITED STATES OF AMERICA,UNITED STATES,North America,1926,"5,15,430",0,0,0,"17,832","94,232","4,03,366",1.26E+12,1,0,108441644,"5,15,430"
UNITED STATES OF AMERICA,UNITED STATES,North America,1923,"5,16,924",0,0,0,"13,681","91,270","4,11,973",1.12E+12,1,0,108441644,"5,16,924"
USSR,USSR,Europe,1965,"5,17,331",0,"9,845",0,"67,995","1,51,111","2,88,380",1.57E+12,1,2.24,230450018,"5,17,331"
RUSSIAN FEDERATION,RUSSIA,Europe,1993,"5,29,371","5,062","6,786","3,274","2,22,360","1,46,017","1,50,933",2.11E+12,1,3.55,148435811,"5,29,371"
INDIA,INDIA,Asia,2010,"5,32,029","4,035","29,920",509,"27,357","1,10,577","3,63,665",5.63E+12,1,0.44,1230984504,"5,32,029"
UNITED STATES OF AMERICA,UNITED STATES,North America,1929,"5,35,027",0,"4,009",0,"26,054","1,21,615","3,83,348",1.36E+12,1,0,108441644,"5,35,027"
INDIA,INDIA,Asia,2009,"5,36,084","4,035","27,880",520,"24,883","1,21,058","3,61,744",5.06E+12,1,0.45,1214182182,"5,36,084"
CHINA (MAINLAND),CHINA,Asia,1985,"5,36,284",0,"19,383",0,"6,774","77,673","4,32,454",2.64E+12,1,0.51,1052622410,"5,36,284"
USSR,USSR,Europe,1966,"5,46,330",0,"10,879",0,"75,418","1,61,638","2,98,395",1.64E+12,1,2.33,233093960,"5,46,330"
UNITED STATES OF AMERICA,UNITED STATES,North America,1941,"5,56,554",0,"3,871",0,"38,628","1,60,681","3,53,374",1.78E+12,1,0,134354133,"5,56,554"
CHINA (MAINLAND),CHINA,Asia,1986,"5,64,213",0,"21,961",0,"7,192","82,715","4,52,344",2.78E+12,1,0.53,1071834975,"5,64,213"
INDIA,INDIA,Asia,2011,"5,65,679","4,035","32,640",567,"24,937","1,11,674","3,95,862",6.06E+12,1,0.46,1247446011,"5,65,679"
RUSSIAN FEDERATION,RUSSIA,Europe,1992,"5,67,723","5,960","8,391","3,740","2,27,531","1,59,052","1,69,010",2.31E+12,1,3.81,148322473,"5,67,723"
USSR,USSR,Europe,1967,"5,71,269",0,"11,527",0,"82,581","1,76,242","3,00,918",1.70E+12,1,2.42,235584107,"5,71,269"
USSR,USSR,Europe,1968,"5,87,319",0,"11,902",0,"89,526","1,87,912","2,97,980",1.79E+12,1,2.47,237955310,"5,87,319"
UNITED STATES OF AMERICA,UNITED STATES,North America,1949,"5,89,517",0,"4,939",0,"72,344","2,22,086","2,90,148",2.17E+12,1,0,134354133,"5,89,517"
UNITED STATES OF AMERICA,UNITED STATES,North America,1942,"5,98,771",0,"4,299",0,"41,991","1,54,392","3,98,088",2.13E+12,1,0,134354133,"5,98,771"
CHINA (MAINLAND),CHINA,Asia,1987,"6,02,593",0,"24,429",0,"7,260","87,752","4,83,152",2.94E+12,1,0.55,1092646739,"6,02,593"
USSR,USSR,Europe,1969,"6,11,655",0,"12,213",0,"95,814","2,01,305","3,02,323",1.81E+12,1,2.54,240238082,"6,11,655"
UNITED STATES OF AMERICA,UNITED STATES,North America,1946,"6,14,911",0,"3,863",0,"55,432","2,01,151","3,54,464",2.11E+12,1,0,134354133,"6,14,911"
UNITED STATES OF AMERICA,UNITED STATES,North America,1943,"6,18,773",0,"3,137",0,"46,930","1,67,286","4,01,420",2.56E+12,1,0,134354133,"6,18,773"
UNITED STATES OF AMERICA,UNITED STATES,North America,1945,"6,42,833",0,"2,419",0,"53,951","1,98,520","3,87,943",2.66E+12,1,0,134354133,"6,42,833"
USSR,USSR,Europe,1970,"6,43,344","2,394","12,954",0,"88,758","2,19,347","3,22,285",1.94E+12,1,2.65,242539116,"6,43,344"
CHINA (MAINLAND),CHINA,Asia,1988,"6,46,169",0,"28,500",0,"7,454","93,649","5,16,566",2.92E+12,1,0.58,1114162025,"6,46,169"
CHINA (MAINLAND),CHINA,Asia,1989,"6,56,815",0,"28,130",0,"7,866","96,736","5,24,082",2.76E+12,1,0.58,1135128009,"6,56,815"
UNITED STATES OF AMERICA,UNITED STATES,North America,1944,"6,66,042",0,"2,138",0,"50,921","1,91,081","4,21,903",2.77E+12,1,0,134354133,"6,66,042"
CHINA (MAINLAND),CHINA,Asia,1990,"6,71,051",0,"28,560",0,"7,997","95,006","5,39,488",2.91E+12,1,0.59,1154605773,"6,71,051"
UNITED STATES OF AMERICA,UNITED STATES,North America,1947,"6,77,064",0,"4,395",0,"61,159","2,15,978","3,95,533",2.08E+12,1,0,134354133,"6,77,064"
UNITED STATES OF AMERICA,UNITED STATES,North America,1954,"6,77,689","10,060","6,398","10,631","1,21,179","2,90,178","2,49,303",2.82E+12,1,3.97,167800046,"6,77,689"
USSR,USSR,Europe,1971,"6,82,832","2,480","13,645","5,936","1,00,450","2,33,764","3,29,037",1.98E+12,1,2.79,244902647,"6,82,832"
UNITED STATES OF AMERICA,UNITED STATES,North America,1950,"6,92,124","8,100","5,341","11,769","87,123","2,44,760","3,43,131",2.44E+12,1,4.32,157813040,"6,92,124"
